state,hour_utc,weekday,spread_bucket,n,best_pf,sl_mult,tp_mult,step_pips,lock_pips,max_hold_sec,n_trades,pf_h180,pf_h300,pf_h600,pf_h900,tr_h180,tr_h300,tr_h600,tr_h900,error
TRENDBURST,0,2,low,6486,1.0783351891060957,3.0,1.0,0.4,0.5,900,2162,1.0783351891060957,1.0783351891060957,1.0783351891060957,1.0783351891060957,2162,2162,2162,2162,
BREAKOUT,11,3,low,16538,1.0779716598449691,3.0,1.0,0.4,0.5,900,5513,1.0779716598449691,1.0779716598449691,1.0779716598449691,1.0779716598449691,5513,5513,5513,5513,
BREAKOUT,6,0,low,13427,1.0773151813896393,3.0,1.0,0.4,0.5,900,4476,1.0773151813896393,1.0773151813896393,1.0773151813896393,1.0773151813896393,4476,4476,4476,4476,
SQUEEZE,21,3,low,2033,1.077181579962412,3.0,1.0,0.4,0.5,900,678,1.077181579962412,1.077181579962412,1.077181579962412,1.077181579962412,678,678,678,678,
SQUEEZE,16,3,low,1124,1.0770347833679454,3.0,1.0,0.4,0.5,900,375,1.0770347833679454,1.0770347833679454,1.0770347833679454,1.0770347833679454,375,375,375,375,
NEUTRAL,5,3,xhigh,550,1.0768183496817547,3.0,1.0,0.4,0.5,900,183,1.0768183496817547,1.0768183496817547,1.0768183496817547,1.0768183496817547,183,183,183,183,
NEUTRAL,1,0,high,11442,1.0766549175796247,3.0,1.0,0.4,0.5,900,3814,1.0766549175796247,1.0766549175796247,1.0766549175796247,1.0766549175796247,3814,3814,3814,3814,
BREAKOUT,22,0,low,1300,1.0761177124362875,3.0,1.0,0.4,0.5,900,433,1.0761177124362875,1.0761177124362875,1.0761177124362875,1.0761177124362875,433,433,433,433,
BREAKOUT,5,3,xhigh,271,1.0755829060522664,3.0,1.0,0.4,0.5,900,90,1.0755829060522664,1.0755829060522664,1.0755829060522664,1.0755829060522664,90,90,90,90,
NEUTRAL,9,0,low,15271,1.0754097725587308,3.0,1.0,0.4,0.5,900,5090,1.0754097725587308,1.0754097725587308,1.0754097725587308,1.0754097725587308,5090,5090,5090,5090,
BREAKOUT,10,0,high,6515,1.0748938906979268,3.0,1.0,0.4,0.5,900,2172,1.0748938906979268,1.0748938906979268,1.0748938906979268,1.0748938906979268,2172,2172,2172,2172,
NEUTRAL,0,3,mid,4223,1.0745853669738545,3.0,1.0,0.4,0.5,900,1408,1.0745853669738545,1.0745853669738545,1.0745853669738545,1.0745853669738545,1408,1408,1408,1408,
NEUTRAL,0,0,high,11403,1.0725037718822517,3.0,1.0,0.4,0.5,900,3801,1.0725037718822517,1.0725037718822517,1.0725037718822517,1.0725037718822517,3801,3801,3801,3801,
TRENDBURST,0,4,xhigh,221,1.0715380552920686,3.0,1.0,0.4,0.5,900,74,1.0715380552920686,1.0715380552920686,1.0715380552920686,1.0715380552920686,74,74,74,74,
BREAKOUT,5,1,high,7505,1.0715150965335116,3.0,1.0,0.4,0.5,900,2502,1.0715150965335116,1.0715150965335116,1.0715150965335116,1.0715150965335116,2502,2502,2502,2502,
NEUTRAL,14,3,low,16033,1.0713585101505354,3.0,1.0,0.4,0.5,900,5344,1.0713585101505354,1.0713585101505354,1.0713585101505354,1.0713585101505354,5344,5344,5344,5344,
BREAKOUT,6,4,low,13540,1.0706765431280516,3.0,1.0,0.4,0.5,900,4513,1.0706765431280516,1.0706765431280516,1.0706765431280516,1.0706765431280516,4513,4513,4513,4513,
BREAKOUT,3,2,low,6529,1.0706170773715917,3.0,1.0,0.4,0.5,900,2176,1.0706170773715917,1.0706170773715917,1.0706170773715917,1.0706170773715917,2176,2176,2176,2176,
NEUTRAL,4,4,high,13294,1.0705486370451285,3.0,1.0,0.4,0.5,900,4431,1.0705486370451285,1.0705486370451285,1.0705486370451285,1.0705486370451285,4431,4431,4431,4431,
TRENDBURST,23,0,low,3814,1.0704795864604957,3.0,1.0,0.4,0.5,900,1271,1.0704795864604957,1.0704795864604957,1.0704795864604957,1.0704795864604957,1271,1271,1271,1271,
BREAKOUT,20,4,mid,3235,1.0704377306104675,3.0,1.0,0.4,0.5,900,1078,1.0704377306104675,1.0704377306104675,1.0704377306104675,1.0704377306104675,1078,1078,1078,1078,
NEUTRAL,13,1,low,16070,1.069694266020014,3.0,1.0,0.4,0.5,900,5357,1.069694266020014,1.069694266020014,1.069694266020014,1.069694266020014,5357,5357,5357,5357,
BREAKOUT,22,0,xhigh,1601,1.0686324097233817,3.0,1.0,0.4,0.5,900,534,1.0686324097233817,1.0686324097233817,1.0686324097233817,1.0686324097233817,534,534,534,534,
NEUTRAL,2,4,high,13257,1.0685956313337086,3.0,1.0,0.4,0.5,900,4419,1.0685956313337086,1.0685956313337086,1.0685956313337086,1.0685956313337086,4419,4419,4419,4419,
TRENDBURST,23,2,mid,2075,1.0670594864582403,3.0,1.0,0.4,0.5,900,692,1.0670594864582403,1.0670594864582403,1.0670594864582403,1.0670594864582403,692,692,692,692,
SQUEEZE,0,1,low,4146,1.0669932458792533,3.0,1.0,0.4,0.5,900,1382,1.0669932458792533,1.0669932458792533,1.0669932458792533,1.0669932458792533,1382,1382,1382,1382,
NEUTRAL,20,4,low,12586,1.0664200713138374,3.0,1.0,0.4,0.5,900,4195,1.0664200713138374,1.0664200713138374,1.0664200713138374,1.0664200713138374,4195,4195,4195,4195,
TRENDBURST,3,1,high,2461,1.0662515315158567,3.0,1.0,0.4,0.5,900,820,1.0662515315158567,1.0662515315158567,1.0662515315158567,1.0662515315158567,820,820,820,820,
BREAKOUT,19,0,high,6244,1.0657381576297946,3.0,1.0,0.4,0.5,900,2081,1.0657381576297946,1.0657381576297946,1.0657381576297946,1.0657381576297946,2081,2081,2081,2081,
NEUTRAL,3,1,mid,4402,1.0657304943491408,3.0,1.0,0.4,0.5,900,1467,1.0657304943491408,1.0657304943491408,1.0657304943491408,1.0657304943491408,1467,1467,1467,1467,
TRENDBURST,11,3,mid,1385,1.0655726759338857,3.0,1.0,0.4,0.5,900,462,1.0655726759338857,1.0655726759338857,1.0655726759338857,1.0655726759338857,462,462,462,462,
BREAKOUT,15,4,mid,4874,1.065249557538199,3.0,1.0,0.4,0.5,900,1625,1.065249557538199,1.065249557538199,1.065249557538199,1.065249557538199,1625,1625,1625,1625,
TRENDBURST,2,4,mid,1148,1.065170408510911,3.0,1.0,0.4,0.5,900,383,1.065170408510911,1.065170408510911,1.065170408510911,1.065170408510911,383,383,383,383,
BREAKOUT,10,1,low,16114,1.0640297883773298,3.0,1.0,0.4,0.5,900,5371,1.0640297883773298,1.0640297883773298,1.0640297883773298,1.0640297883773298,5371,5371,5371,5371,
NEUTRAL,17,1,mid,5674,1.0636202887723694,3.0,1.0,0.4,0.5,900,1891,1.0636202887723694,1.0636202887723694,1.0636202887723694,1.0636202887723694,1891,1891,1891,1891,
DEAD,21,1,high,1319,1.0635640096122863,3.0,1.0,0.4,0.5,900,440,1.0635640096122863,1.0635640096122863,1.0635640096122863,1.0635640096122863,440,440,440,440,
BREAKOUT,8,2,low,17118,1.0632365464434337,3.0,1.0,0.4,0.5,900,5706,1.0632365464434337,1.0632365464434337,1.0632365464434337,1.0632365464434337,5706,5706,5706,5706,
BREAKOUT,4,0,high,7447,1.0629172615404272,3.0,1.0,0.4,0.5,900,2482,1.0629172615404272,1.0629172615404272,1.0629172615404272,1.0629172615404272,2482,2482,2482,2482,
BREAKOUT,17,3,high,5302,1.0627962037158545,3.0,1.0,0.4,0.5,900,1767,1.0627962037158545,1.0627962037158545,1.0627962037158545,1.0627962037158545,1767,1767,1767,1767,
TRENDBURST,5,2,low,6513,1.062539405965196,3.0,1.0,0.4,0.5,900,2171,1.062539405965196,1.062539405965196,1.062539405965196,1.062539405965196,2171,2171,2171,2171,
TRENDBURST,15,3,low,4917,1.0620960001968254,3.0,1.0,0.4,0.5,900,1639,1.0620960001968254,1.0620960001968254,1.0620960001968254,1.0620960001968254,1639,1639,1639,1639,
BREAKOUT,15,1,high,7013,1.0619006563593905,3.0,1.0,0.4,0.5,900,2338,1.0619006563593905,1.0619006563593905,1.0619006563593905,1.0619006563593905,2338,2338,2338,2338,
TRENDBURST,6,1,high,2217,1.0618647614355066,3.0,1.0,0.4,0.5,900,739,1.0618647614355066,1.0618647614355066,1.0618647614355066,1.0618647614355066,739,739,739,739,
TRENDBURST,3,2,low,6176,1.0617712884246653,3.0,1.0,0.4,0.5,900,2059,1.0617712884246653,1.0617712884246653,1.0617712884246653,1.0617712884246653,2059,2059,2059,2059,
TRENDBURST,14,0,high,1943,1.0610971077597173,3.0,1.0,0.4,0.5,900,648,1.0610971077597173,1.0610971077597173,1.0610971077597173,1.0610971077597173,648,648,648,648,
BREAKOUT,8,0,mid,4685,1.0603865005735362,3.0,1.0,0.4,0.5,900,1562,1.0603865005735362,1.0603865005735362,1.0603865005735362,1.0603865005735362,1562,1562,1562,1562,
SQUEEZE,0,3,low,3595,1.0603456659333783,3.0,1.0,0.4,0.5,900,1198,1.0603456659333783,1.0603456659333783,1.0603456659333783,1.0603456659333783,1198,1198,1198,1198,
SQUEEZE,22,0,mid,2556,1.060120474037359,3.0,1.0,0.4,0.5,900,852,1.060120474037359,1.060120474037359,1.060120474037359,1.060120474037359,852,852,852,852,
BREAKOUT,8,4,low,16722,1.0596329231262591,3.0,1.0,0.4,0.5,900,5574,1.0596329231262591,1.0596329231262591,1.0596329231262591,1.0596329231262591,5574,5574,5574,5574,
TRENDBURST,14,3,low,4494,1.059438384099312,3.0,1.0,0.4,0.5,900,1498,1.059438384099312,1.059438384099312,1.059438384099312,1.059438384099312,1498,1498,1498,1498,
SQUEEZE,21,3,xhigh,818,1.0587971849746811,3.0,1.0,0.4,0.5,900,273,1.0587971849746811,1.0587971849746811,1.0587971849746811,1.0587971849746811,273,273,273,273,
TRENDBURST,18,4,mid,1364,1.0586758932995974,3.0,1.0,0.4,0.5,900,455,1.0586758932995974,1.0586758932995974,1.0586758932995974,1.0586758932995974,455,455,455,455,
TRENDBURST,10,4,low,6003,1.057674724738576,3.0,1.0,0.4,0.5,900,2001,1.057674724738576,1.057674724738576,1.057674724738576,1.057674724738576,2001,2001,2001,2001,
SQUEEZE,23,1,low,4831,1.055414076834733,3.0,1.0,0.4,0.5,900,1610,1.055414076834733,1.055414076834733,1.055414076834733,1.055414076834733,1610,1610,1610,1610,
BREAKOUT,20,4,high,7158,1.0552744361178519,3.0,1.0,0.4,0.5,900,2386,1.0552744361178519,1.0552744361178519,1.0552744361178519,1.0552744361178519,2386,2386,2386,2386,
NEUTRAL,5,3,high,12829,1.0547105730382387,3.0,1.0,0.4,0.5,900,4276,1.0547105730382387,1.0547105730382387,1.0547105730382387,1.0547105730382387,4276,4276,4276,4276,
TRENDBURST,12,3,low,5018,1.0546512581227145,3.0,1.0,0.4,0.5,900,1673,1.0546512581227145,1.0546512581227145,1.0546512581227145,1.0546512581227145,1673,1673,1673,1673,
BREAKOUT,0,4,xhigh,715,1.0537828600451444,3.0,1.0,0.4,0.5,900,238,1.0537828600451444,1.0537828600451444,1.0537828600451444,1.0537828600451444,238,238,238,238,
DEAD,3,1,low,634,1.0537663288718302,3.0,1.0,0.4,0.5,900,211,1.0537663288718302,1.0537663288718302,1.0537663288718302,1.0537663288718302,211,211,211,211,
TRENDBURST,8,1,low,5140,1.0536911660455648,3.0,1.0,0.4,0.5,900,1713,1.0536911660455648,1.0536911660455648,1.0536911660455648,1.0536911660455648,1713,1713,1713,1713,
BREAKOUT,3,2,xhigh,415,1.0535635878329817,3.0,1.0,0.4,0.5,900,138,1.0535635878329817,1.0535635878329817,1.0535635878329817,1.0535635878329817,138,138,138,138,
NEUTRAL,18,0,low,15680,1.0533398682966102,3.0,1.0,0.4,0.5,900,5227,1.0533398682966102,1.0533398682966102,1.0533398682966102,1.0533398682966102,5227,5227,5227,5227,
SQUEEZE,17,3,low,1837,1.0532074167993135,3.0,1.0,0.4,0.5,900,612,1.0532074167993135,1.0532074167993135,1.0532074167993135,1.0532074167993135,612,612,612,612,
TRENDBURST,2,1,high,2474,1.052937935852895,3.0,1.0,0.4,0.5,900,825,1.052937935852895,1.052937935852895,1.052937935852895,1.052937935852895,825,825,825,825,
NEUTRAL,23,2,mid,6942,1.0521294005491062,3.0,1.0,0.4,0.5,900,2314,1.0521294005491062,1.0521294005491062,1.0521294005491062,1.0521294005491062,2314,2314,2314,2314,
TRENDBURST,5,2,mid,1441,1.0519091199722403,3.0,1.0,0.4,0.5,900,480,1.0519091199722403,1.0519091199722403,1.0519091199722403,1.0519091199722403,480,480,480,480,
TRENDBURST,10,1,low,6134,1.051234174352002,3.0,1.0,0.4,0.5,900,2045,1.051234174352002,1.051234174352002,1.051234174352002,1.051234174352002,2045,2045,2045,2045,
BREAKOUT,3,1,high,7593,1.0507722003468476,3.0,1.0,0.4,0.5,900,2531,1.0507722003468476,1.0507722003468476,1.0507722003468476,1.0507722003468476,2531,2531,2531,2531,
BREAKOUT,9,1,high,6696,1.0506672149643599,3.0,1.0,0.4,0.5,900,2232,1.0506672149643599,1.0506672149643599,1.0506672149643599,1.0506672149643599,2232,2232,2232,2232,
NEUTRAL,16,1,low,15619,1.0502888751951778,3.0,1.0,0.4,0.5,900,5206,1.0502888751951778,1.0502888751951778,1.0502888751951778,1.0502888751951778,5206,5206,5206,5206,
BREAKOUT,13,3,high,7189,1.0496377125211267,3.0,1.0,0.4,0.5,900,2396,1.0496377125211267,1.0496377125211267,1.0496377125211267,1.0496377125211267,2396,2396,2396,2396,
TRENDBURST,12,0,high,1810,1.0489429202520486,3.0,1.0,0.4,0.5,900,603,1.0489429202520486,1.0489429202520486,1.0489429202520486,1.0489429202520486,603,603,603,603,
NEUTRAL,14,0,low,15822,1.0478339238264986,3.0,1.0,0.4,0.5,900,5274,1.0478339238264986,1.0478339238264986,1.0478339238264986,1.0478339238264986,5274,5274,5274,5274,
BREAKOUT,16,4,high,5543,1.0475506913845714,3.0,1.0,0.4,0.5,900,1848,1.0475506913845714,1.0475506913845714,1.0475506913845714,1.0475506913845714,1848,1848,1848,1848,
BREAKOUT,21,0,xhigh,1688,1.0471750304120424,3.0,1.0,0.4,0.5,900,563,1.0471750304120424,1.0471750304120424,1.0471750304120424,1.0471750304120424,563,563,563,563,
NEUTRAL,2,1,xhigh,1637,1.0456023964825742,3.0,1.0,0.4,0.5,900,546,1.0456023964825742,1.0456023964825742,1.0456023964825742,1.0456023964825742,546,546,546,546,
SQUEEZE,17,0,low,3191,1.0453778281704462,3.0,1.0,0.4,0.5,900,1064,1.0453778281704462,1.0453778281704462,1.0453778281704462,1.0453778281704462,1064,1064,1064,1064,
NEUTRAL,0,4,mid,4242,1.0449724164900358,3.0,1.0,0.4,0.5,900,1414,1.0449724164900358,1.0449724164900358,1.0449724164900358,1.0449724164900358,1414,1414,1414,1414,
BREAKOUT,23,1,low,3889,1.044695272501893,3.0,1.0,0.4,0.5,900,1296,1.044695272501893,1.044695272501893,1.044695272501893,1.044695272501893,1296,1296,1296,1296,
TRENDBURST,4,0,low,5588,1.0446801064514222,3.0,1.0,0.4,0.5,900,1863,1.0446801064514222,1.0446801064514222,1.0446801064514222,1.0446801064514222,1863,1863,1863,1863,
TRENDBURST,10,0,high,1807,1.0445458469715092,3.0,1.0,0.4,0.5,900,602,1.0445458469715092,1.0445458469715092,1.0445458469715092,1.0445458469715092,602,602,602,602,
NEUTRAL,15,0,high,9930,1.043576948631404,3.0,1.0,0.4,0.5,900,3310,1.043576948631404,1.043576948631404,1.043576948631404,1.043576948631404,3310,3310,3310,3310,
NEUTRAL,22,2,mid,9671,1.0430889381535902,3.0,1.0,0.4,0.5,900,3224,1.0430889381535902,1.0430889381535902,1.0430889381535902,1.0430889381535902,3224,3224,3224,3224,
BREAKOUT,14,4,high,7495,1.0429730805126443,3.0,1.0,0.4,0.5,900,2498,1.0429730805126443,1.0429730805126443,1.0429730805126443,1.0429730805126443,2498,2498,2498,2498,
BREAKOUT,9,0,mid,4516,1.0429248557149846,3.0,1.0,0.4,0.5,900,1505,1.0429248557149846,1.0429248557149846,1.0429248557149846,1.0429248557149846,1505,1505,1505,1505,
BREAKOUT,13,2,mid,4865,1.0423335006150223,3.0,1.0,0.4,0.5,900,1622,1.0423335006150223,1.0423335006150223,1.0423335006150223,1.0423335006150223,1622,1622,1622,1622,
BREAKOUT,18,2,high,6121,1.0414357669209584,3.0,1.0,0.4,0.5,900,2040,1.0414357669209584,1.0414357669209584,1.0414357669209584,1.0414357669209584,2040,2040,2040,2040,
BREAKOUT,2,4,low,8371,1.0406328599412704,3.0,1.0,0.4,0.5,900,2790,1.0406328599412704,1.0406328599412704,1.0406328599412704,1.0406328599412704,2790,2790,2790,2790,
TRENDBURST,7,2,low,5318,1.0404855883495632,3.0,1.0,0.4,0.5,900,1773,1.0404855883495632,1.0404855883495632,1.0404855883495632,1.0404855883495632,1773,1773,1773,1773,
NEUTRAL,17,1,low,15439,1.0392944457261473,3.0,1.0,0.4,0.5,900,5146,1.0392944457261473,1.0392944457261473,1.0392944457261473,1.0392944457261473,5146,5146,5146,5146,
BREAKOUT,2,2,high,8025,1.0386445494684333,3.0,1.0,0.4,0.5,900,2675,1.0386445494684333,1.0386445494684333,1.0386445494684333,1.0386445494684333,2675,2675,2675,2675,
TRENDBURST,18,1,mid,1256,1.038473736760704,3.0,1.0,0.4,0.5,900,419,1.038473736760704,1.038473736760704,1.038473736760704,1.038473736760704,419,419,419,419,
DEAD,3,3,low,508,1.0382504403560326,3.0,1.0,0.4,0.5,900,169,1.0382504403560326,1.0382504403560326,1.0382504403560326,1.0382504403560326,169,169,169,169,
NEUTRAL,3,0,xhigh,1315,1.0381836937823183,3.0,1.0,0.4,0.5,900,438,1.0381836937823183,1.0381836937823183,1.0381836937823183,1.0381836937823183,438,438,438,438,
TRENDBURST,12,4,low,5119,1.0373112031447627,3.0,1.0,0.4,0.5,900,1706,1.0373112031447627,1.0373112031447627,1.0373112031447627,1.0373112031447627,1706,1706,1706,1706,
SQUEEZE,4,4,high,394,1.0370728277741692,3.0,1.0,0.4,0.5,900,131,1.0370728277741692,1.0370728277741692,1.0370728277741692,1.0370728277741692,131,131,131,131,
SQUEEZE,11,2,low,1328,1.0370514266308108,3.0,1.0,0.4,0.5,900,443,1.0370514266308108,1.0370514266308108,1.0370514266308108,1.0370514266308108,443,443,443,443,
NEUTRAL,10,1,low,15348,1.0367530515613648,3.0,1.0,0.4,0.5,900,5116,1.0367530515613648,1.0367530515613648,1.0367530515613648,1.0367530515613648,5116,5116,5116,5116,
BREAKOUT,11,3,mid,4702,1.0367462958541755,3.0,1.0,0.4,0.5,900,1567,1.0367462958541755,1.0367462958541755,1.0367462958541755,1.0367462958541755,1567,1567,1567,1567,
NEUTRAL,15,3,mid,6783,1.0364761549274886,3.0,1.0,0.4,0.5,900,2261,1.0364761549274886,1.0364761549274886,1.0364761549274886,1.0364761549274886,2261,2261,2261,2261,
BREAKOUT,22,1,mid,3083,1.0363938533146793,3.0,1.0,0.4,0.5,900,1028,1.0363938533146793,1.0363938533146793,1.0363938533146793,1.0363938533146793,1028,1028,1028,1028,
BREAKOUT,4,2,xhigh,455,1.0363199032512234,3.0,1.0,0.4,0.5,900,152,1.0363199032512234,1.0363199032512234,1.0363199032512234,1.0363199032512234,152,152,152,152,
NEUTRAL,7,3,low,15574,1.0363183148212172,3.0,1.0,0.4,0.5,900,5191,1.0363183148212172,1.0363183148212172,1.0363183148212172,1.0363183148212172,5191,5191,5191,5191,
TRENDBURST,5,2,high,2281,1.036282042259956,3.0,1.0,0.4,0.5,900,760,1.036282042259956,1.036282042259956,1.036282042259956,1.036282042259956,760,760,760,760,
BREAKOUT,3,3,low,7238,1.035903105432877,3.0,1.0,0.4,0.5,900,2413,1.035903105432877,1.035903105432877,1.035903105432877,1.035903105432877,2413,2413,2413,2413,
DEAD,23,1,mid,383,1.0357930156013542,3.0,1.0,0.4,0.5,900,128,1.0357930156013542,1.0357930156013542,1.0357930156013542,1.0357930156013542,128,128,128,128,
SQUEEZE,18,3,low,2555,1.0355681722933696,3.0,1.0,0.4,0.5,900,852,1.0355681722933696,1.0355681722933696,1.0355681722933696,1.0355681722933696,852,852,852,852,
TRENDBURST,7,2,high,2000,1.0353524819549471,3.0,1.0,0.4,0.5,900,667,1.0353524819549471,1.0353524819549471,1.0353524819549471,1.0353524819549471,667,667,667,667,
BREAKOUT,7,1,low,17101,1.0351144646566761,3.0,1.0,0.4,0.5,900,5700,1.0351144646566761,1.0351144646566761,1.0351144646566761,1.0351144646566761,5700,5700,5700,5700,
NEUTRAL,6,0,high,12120,1.0346300519514575,3.0,1.0,0.4,0.5,900,4040,1.0346300519514575,1.0346300519514575,1.0346300519514575,1.0346300519514575,4040,4040,4040,4040,
BREAKOUT,10,2,mid,4410,1.034522795051078,3.0,1.0,0.4,0.5,900,1470,1.034522795051078,1.034522795051078,1.034522795051078,1.034522795051078,1470,1470,1470,1470,
TRENDBURST,7,0,low,5376,1.0342749523184613,3.0,1.0,0.4,0.5,900,1792,1.0342749523184613,1.0342749523184613,1.0342749523184613,1.0342749523184613,1792,1792,1792,1792,
NEUTRAL,20,4,xhigh,3252,1.0339691897673804,3.0,1.0,0.4,0.5,900,1084,1.0339691897673804,1.0339691897673804,1.0339691897673804,1.0339691897673804,1084,1084,1084,1084,
NEUTRAL,18,3,mid,5061,1.0338006923384042,3.0,1.0,0.4,0.5,900,1687,1.0338006923384042,1.0338006923384042,1.0338006923384042,1.0338006923384042,1687,1687,1687,1687,
NEUTRAL,13,3,mid,7255,1.033750197549483,3.0,1.0,0.4,0.5,900,2418,1.033750197549483,1.033750197549483,1.033750197549483,1.033750197549483,2418,2418,2418,2418,
NEUTRAL,2,4,low,15990,1.0335288627208947,3.0,1.0,0.4,0.5,900,5330,1.0335288627208947,1.0335288627208947,1.0335288627208947,1.0335288627208947,5330,5330,5330,5330,
SQUEEZE,21,0,xhigh,892,1.0311042620119533,3.0,1.0,0.4,0.5,900,297,1.0311042620119533,1.0311042620119533,1.0311042620119533,1.0311042620119533,297,297,297,297,
NEUTRAL,12,1,low,15885,1.031052074749535,3.0,1.0,0.4,0.5,900,5295,1.031052074749535,1.031052074749535,1.031052074749535,1.031052074749535,5295,5295,5295,5295,
SQUEEZE,19,1,low,3885,1.0309033191591546,3.0,1.0,0.4,0.5,900,1295,1.0309033191591546,1.0309033191591546,1.0309033191591546,1.0309033191591546,1295,1295,1295,1295,
NEUTRAL,23,6,xhigh,2067,1.0306365387842005,3.0,1.0,0.4,0.5,900,689,1.0306365387842005,1.0306365387842005,1.0306365387842005,1.0306365387842005,689,689,689,689,
TRENDBURST,4,1,high,2663,1.0302613601188157,3.0,1.0,0.4,0.5,900,888,1.0302613601188157,1.0302613601188157,1.0302613601188157,1.0302613601188157,888,888,888,888,
SQUEEZE,14,2,low,244,1.0302600019729147,3.0,1.0,0.4,0.5,900,81,1.0302600019729147,1.0302600019729147,1.0302600019729147,1.0302600019729147,81,81,81,81,
BREAKOUT,21,3,xhigh,1811,1.0299781635604408,3.0,1.0,0.4,0.5,900,604,1.0299781635604408,1.0299781635604408,1.0299781635604408,1.0299781635604408,604,604,604,604,
BREAKOUT,14,4,low,17834,1.0295522782665167,3.0,1.0,0.4,0.5,900,5945,1.0295522782665167,1.0295522782665167,1.0295522782665167,1.0295522782665167,5945,5945,5945,5945,
NEUTRAL,23,0,high,12704,1.028491517386213,3.0,1.0,0.4,0.5,900,4235,1.028491517386213,1.028491517386213,1.028491517386213,1.028491517386213,4235,4235,4235,4235,
TRENDBURST,21,0,high,3541,1.0283281949558813,3.0,1.0,0.4,0.5,900,1180,1.0283281949558813,1.0283281949558813,1.0283281949558813,1.0283281949558813,1180,1180,1180,1180,
NEUTRAL,5,2,high,12847,1.028172965814644,3.0,1.0,0.4,0.5,900,4282,1.028172965814644,1.028172965814644,1.028172965814644,1.028172965814644,4282,4282,4282,4282,
SQUEEZE,19,0,low,4398,1.0279073177330094,3.0,1.0,0.4,0.5,900,1466,1.0279073177330094,1.0279073177330094,1.0279073177330094,1.0279073177330094,1466,1466,1466,1466,
BREAKOUT,0,0,mid,3845,1.0272860642114732,3.0,1.0,0.4,0.5,900,1282,1.0272860642114732,1.0272860642114732,1.0272860642114732,1.0272860642114732,1282,1282,1282,1282,
BREAKOUT,6,4,mid,4300,1.0262710634049217,3.0,1.0,0.4,0.5,900,1433,1.0262710634049217,1.0262710634049217,1.0262710634049217,1.0262710634049217,1433,1433,1433,1433,
SQUEEZE,10,1,low,1322,1.0260163632793973,3.0,1.0,0.4,0.5,900,441,1.0260163632793973,1.0260163632793973,1.0260163632793973,1.0260163632793973,441,441,441,441,
TRENDBURST,9,1,high,1923,1.0257233726954462,3.0,1.0,0.4,0.5,900,641,1.0257233726954462,1.0257233726954462,1.0257233726954462,1.0257233726954462,641,641,641,641,
SQUEEZE,17,2,low,2116,1.0253714981713529,3.0,1.0,0.4,0.5,900,705,1.0253714981713529,1.0253714981713529,1.0253714981713529,1.0253714981713529,705,705,705,705,
TRENDBURST,19,1,low,7137,1.025053395979518,3.0,1.0,0.4,0.5,900,2379,1.025053395979518,1.025053395979518,1.025053395979518,1.025053395979518,2379,2379,2379,2379,
TRENDBURST,5,4,low,6323,1.0249603887065968,3.0,1.0,0.4,0.5,900,2108,1.0249603887065968,1.0249603887065968,1.0249603887065968,1.0249603887065968,2108,2108,2108,2108,
TRENDBURST,10,0,low,6078,1.0247258443758485,3.0,1.0,0.4,0.5,900,2026,1.0247258443758485,1.0247258443758485,1.0247258443758485,1.0247258443758485,2026,2026,2026,2026,
TRENDBURST,7,1,mid,1285,1.0244374450602343,3.0,1.0,0.4,0.5,900,428,1.0244374450602343,1.0244374450602343,1.0244374450602343,1.0244374450602343,428,428,428,428,
NEUTRAL,23,1,xhigh,1617,1.0243198223834198,3.0,1.0,0.4,0.5,900,539,1.0243198223834198,1.0243198223834198,1.0243198223834198,1.0243198223834198,539,539,539,539,
NEUTRAL,3,3,high,12697,1.023459358512017,3.0,1.0,0.4,0.5,900,4232,1.023459358512017,1.023459358512017,1.023459358512017,1.023459358512017,4232,4232,4232,4232,
BREAKOUT,17,3,mid,4546,1.022924095182022,3.0,1.0,0.4,0.5,900,1515,1.022924095182022,1.022924095182022,1.022924095182022,1.022924095182022,1515,1515,1515,1515,
NEUTRAL,21,0,high,18596,1.0228637782346222,3.0,1.0,0.4,0.5,900,6199,1.0228637782346222,1.0228637782346222,1.0228637782346222,1.0228637782346222,6199,6199,6199,6199,
BREAKOUT,16,2,high,5343,1.0222556414622204,3.0,1.0,0.4,0.5,900,1781,1.0222556414622204,1.0222556414622204,1.0222556414622204,1.0222556414622204,1781,1781,1781,1781,
BREAKOUT,20,2,high,5915,1.0212383546145019,3.0,1.0,0.4,0.5,900,1972,1.0212383546145019,1.0212383546145019,1.0212383546145019,1.0212383546145019,1972,1972,1972,1972,
NEUTRAL,12,1,high,9570,1.0210068036323716,3.0,1.0,0.4,0.5,900,3190,1.0210068036323716,1.0210068036323716,1.0210068036323716,1.0210068036323716,3190,3190,3190,3190,
TRENDBURST,16,3,low,5677,1.0208793777806031,3.0,1.0,0.4,0.5,900,1892,1.0208793777806031,1.0208793777806031,1.0208793777806031,1.0208793777806031,1892,1892,1892,1892,
TRENDBURST,4,4,high,2769,1.0203614059138075,3.0,1.0,0.4,0.5,900,923,1.0203614059138075,1.0203614059138075,1.0203614059138075,1.0203614059138075,923,923,923,923,
SQUEEZE,12,1,low,782,1.0201151322627109,3.0,1.0,0.4,0.5,900,261,1.0201151322627109,1.0201151322627109,1.0201151322627109,1.0201151322627109,261,261,261,261,
