state,hour_utc,weekday,spread_bucket,n,best_pf,sl_mult,tp_mult,step_pips,lock_pips,max_hold_sec,n_trades,pf_h180,pf_h300,pf_h600,pf_h900,tr_h180,tr_h300,tr_h600,tr_h900,error
BREAKOUT,18,4,mid,3925,0.7835581497972375,3.0,1.0,0.4,0.5,900,1308,0.7835581497972375,0.7835581497972375,0.7835581497972375,0.7835581497972375,1308,1308,1308,1308,
DEAD,22,2,mid,842,0.7834021598454606,3.0,1.0,0.4,0.5,900,281,0.7834021598454606,0.7834021598454606,0.7834021598454606,0.7834021598454606,281,281,281,281,
BREAKOUT,2,3,mid,2669,0.7828787837294633,3.0,1.0,0.4,0.5,900,890,0.7828787837294633,0.7828787837294633,0.7828787837294633,0.7828787837294633,890,890,890,890,
DEAD,21,0,low,658,0.7820631790553936,3.0,1.0,0.4,0.5,900,219,0.7820631790553936,0.7820631790553936,0.7820631790553936,0.7820631790553936,219,219,219,219,
BREAKOUT,5,2,high,7639,0.7819420459392132,3.0,1.0,0.4,0.5,900,2546,0.7819420459392132,0.7819420459392132,0.7819420459392132,0.7819420459392132,2546,2546,2546,2546,
DEAD,5,4,low,412,0.781660592173482,3.0,1.0,0.4,0.5,900,137,0.781660592173482,0.781660592173482,0.781660592173482,0.781660592173482,137,137,137,137,
TRENDBURST,9,0,mid,1368,0.7806827721478736,3.0,1.0,0.4,0.5,900,456,0.7806827721478736,0.7806827721478736,0.7806827721478736,0.7806827721478736,456,456,456,456,
BREAKOUT,15,1,mid,4447,0.7802466328770151,3.0,1.0,0.4,0.5,900,1482,0.7802466328770151,0.7802466328770151,0.7802466328770151,0.7802466328770151,1482,1482,1482,1482,
SQUEEZE,3,2,mid,605,0.7797292392122459,3.0,1.0,0.4,0.5,900,202,0.7797292392122459,0.7797292392122459,0.7797292392122459,0.7797292392122459,202,202,202,202,
NEUTRAL,10,0,low,15281,0.7794553384231374,3.0,1.0,0.4,0.5,900,5094,0.7794553384231374,0.7794553384231374,0.7794553384231374,0.7794553384231374,5094,5094,5094,5094,
DEAD,23,3,mid,392,0.7793731773677662,3.0,1.0,0.4,0.5,900,131,0.7793731773677662,0.7793731773677662,0.7793731773677662,0.7793731773677662,131,131,131,131,
NEUTRAL,1,2,high,11256,0.779273654101375,3.0,1.0,0.4,0.5,900,3752,0.779273654101375,0.779273654101375,0.779273654101375,0.779273654101375,3752,3752,3752,3752,
BREAKOUT,10,2,high,6529,0.7785394623209704,3.0,1.0,0.4,0.5,900,2176,0.7785394623209704,0.7785394623209704,0.7785394623209704,0.7785394623209704,2176,2176,2176,2176,
SQUEEZE,23,3,low,4570,0.7779411426715415,3.0,1.0,0.4,0.5,900,1523,0.7779411426715415,0.7779411426715415,0.7779411426715415,0.7779411426715415,1523,1523,1523,1523,
BREAKOUT,12,0,low,16198,0.777335422558932,3.0,1.0,0.4,0.5,900,5399,0.777335422558932,0.777335422558932,0.777335422558932,0.777335422558932,5399,5399,5399,5399,
NEUTRAL,1,0,low,14725,0.7767435014736968,3.0,1.0,0.4,0.5,900,4908,0.7767435014736968,0.7767435014736968,0.7767435014736968,0.7767435014736968,4908,4908,4908,4908,
BREAKOUT,8,1,high,6877,0.7767352779731732,3.0,1.0,0.4,0.5,900,2292,0.7767352779731732,0.7767352779731732,0.7767352779731732,0.7767352779731732,2292,2292,2292,2292,
TRENDBURST,17,2,high,1999,0.7765606229272847,3.0,1.0,0.4,0.5,900,666,0.7765606229272847,0.7765606229272847,0.7765606229272847,0.7765606229272847,666,666,666,666,
BREAKOUT,18,3,low,13276,0.7760875415949942,3.0,1.0,0.4,0.5,900,4425,0.7760875415949942,0.7760875415949942,0.7760875415949942,0.7760875415949942,4425,4425,4425,4425,
NEUTRAL,22,0,low,8158,0.7757939780426859,3.0,1.0,0.4,0.5,900,2719,0.7757939780426859,0.7757939780426859,0.7757939780426859,0.7757939780426859,2719,2719,2719,2719,
SQUEEZE,1,3,high,222,0.7753448742895627,3.0,1.0,0.4,0.5,900,74,0.7753448742895627,0.7753448742895627,0.7753448742895627,0.7753448742895627,74,74,74,74,
NEUTRAL,4,2,xhigh,846,0.775222588476656,3.0,1.0,0.4,0.5,900,282,0.775222588476656,0.775222588476656,0.775222588476656,0.775222588476656,282,282,282,282,
TRENDBURST,1,1,high,2221,0.7747487015827099,3.0,1.0,0.4,0.5,900,740,0.7747487015827099,0.7747487015827099,0.7747487015827099,0.7747487015827099,740,740,740,740,
TRENDBURST,17,4,high,2088,0.7746987670449277,3.0,1.0,0.4,0.5,900,696,0.7746987670449277,0.7746987670449277,0.7746987670449277,0.7746987670449277,696,696,696,696,
BREAKOUT,21,4,high,3546,0.7733176003831489,3.0,1.0,0.4,0.5,900,1182,0.7733176003831489,0.7733176003831489,0.7733176003831489,0.7733176003831489,1182,1182,1182,1182,
NEUTRAL,3,4,low,16868,0.7730565955947767,3.0,1.0,0.4,0.5,900,5623,0.7730565955947767,0.7730565955947767,0.7730565955947767,0.7730565955947767,5623,5623,5623,5623,
TRENDBURST,21,0,low,1630,0.7726056575434711,3.0,1.0,0.4,0.5,900,543,0.7726056575434711,0.7726056575434711,0.7726056575434711,0.7726056575434711,543,543,543,543,
NEUTRAL,7,0,low,14975,0.7723742377154201,3.0,1.0,0.4,0.5,900,4992,0.7723742377154201,0.7723742377154201,0.7723742377154201,0.7723742377154201,4992,4992,4992,4992,
TRENDBURST,3,3,high,2523,0.7707870678594133,3.0,1.0,0.4,0.5,900,841,0.7707870678594133,0.7707870678594133,0.7707870678594133,0.7707870678594133,841,841,841,841,
SQUEEZE,6,3,low,2301,0.7700932238067641,3.0,1.0,0.4,0.5,900,767,0.7700932238067641,0.7700932238067641,0.7700932238067641,0.7700932238067641,767,767,767,767,
NEUTRAL,13,2,low,16078,0.7698292739331277,3.0,1.0,0.4,0.5,900,5359,0.7698292739331277,0.7698292739331277,0.7698292739331277,0.7698292739331277,5359,5359,5359,5359,
NEUTRAL,16,0,low,15350,0.7689043035025872,3.0,1.0,0.4,0.5,900,5117,0.7689043035025872,0.7689043035025872,0.7689043035025872,0.7689043035025872,5117,5117,5117,5117,
TRENDBURST,11,2,high,1749,0.7688781199975422,3.0,1.0,0.4,0.5,900,583,0.7688781199975422,0.7688781199975422,0.7688781199975422,0.7688781199975422,583,583,583,583,
BREAKOUT,11,2,mid,4708,0.7688632407638316,3.0,1.0,0.4,0.5,900,1569,0.7688632407638316,0.7688632407638316,0.7688632407638316,0.7688632407638316,1569,1569,1569,1569,
TRENDBURST,14,2,low,4662,0.768652653967894,3.0,1.0,0.4,0.5,900,1554,0.768652653967894,0.768652653967894,0.768652653967894,0.768652653967894,1554,1554,1554,1554,
BREAKOUT,9,2,mid,4392,0.7677422609841564,3.0,1.0,0.4,0.5,900,1464,0.7677422609841564,0.7677422609841564,0.7677422609841564,0.7677422609841564,1464,1464,1464,1464,
SQUEEZE,0,2,high,209,0.7672669351115384,3.0,1.0,0.4,0.5,900,70,0.7672669351115384,0.7672669351115384,0.7672669351115384,0.7672669351115384,70,70,70,70,
SQUEEZE,22,1,low,2529,0.7668887120116264,3.0,1.0,0.4,0.5,900,843,0.7668887120116264,0.7668887120116264,0.7668887120116264,0.7668887120116264,843,843,843,843,
NEUTRAL,12,2,high,9444,0.7661220706485072,3.0,1.0,0.4,0.5,900,3148,0.7661220706485072,0.7661220706485072,0.7661220706485072,0.7661220706485072,3148,3148,3148,3148,
DEAD,21,1,low,541,0.7651759678038275,3.0,1.0,0.4,0.5,900,180,0.7651759678038275,0.7651759678038275,0.7651759678038275,0.7651759678038275,180,180,180,180,
SQUEEZE,11,3,low,1121,0.7649549107015623,3.0,1.0,0.4,0.5,900,374,0.7649549107015623,0.7649549107015623,0.7649549107015623,0.7649549107015623,374,374,374,374,
NEUTRAL,18,3,xhigh,467,0.7649378283160688,3.0,1.0,0.4,0.5,900,156,0.7649378283160688,0.7649378283160688,0.7649378283160688,0.7649378283160688,156,156,156,156,
NEUTRAL,5,4,mid,4893,0.7648409121231056,3.0,1.0,0.4,0.5,900,1631,0.7648409121231056,0.7648409121231056,0.7648409121231056,0.7648409121231056,1631,1631,1631,1631,
BREAKOUT,23,1,high,8058,0.7644742719153543,3.0,1.0,0.4,0.5,900,2686,0.7644742719153543,0.7644742719153543,0.7644742719153543,0.7644742719153543,2686,2686,2686,2686,
TRENDBURST,3,3,low,6398,0.7639803374879736,3.0,1.0,0.4,0.5,900,2133,0.7639803374879736,0.7639803374879736,0.7639803374879736,0.7639803374879736,2133,2133,2133,2133,
NEUTRAL,23,3,xhigh,1834,0.7631231002579363,3.0,1.0,0.4,0.5,900,611,0.7631231002579363,0.7631231002579363,0.7631231002579363,0.7631231002579363,611,611,611,611,
BREAKOUT,18,0,mid,3610,0.7625623469036917,3.0,1.0,0.4,0.5,900,1203,0.7625623469036917,0.7625623469036917,0.7625623469036917,0.7625623469036917,1203,1203,1203,1203,
SQUEEZE,5,0,high,285,0.761886825163964,3.0,1.0,0.4,0.5,900,95,0.761886825163964,0.761886825163964,0.761886825163964,0.761886825163964,95,95,95,95,
NEUTRAL,17,2,high,12492,0.761449470071147,3.0,1.0,0.4,0.5,900,4164,0.761449470071147,0.761449470071147,0.761449470071147,0.761449470071147,4164,4164,4164,4164,
NEUTRAL,1,1,high,11404,0.7612923653882493,3.0,1.0,0.4,0.5,900,3801,0.7612923653882493,0.7612923653882493,0.7612923653882493,0.7612923653882493,3801,3801,3801,3801,
NEUTRAL,3,0,high,12770,0.7612471337499704,3.0,1.0,0.4,0.5,900,4257,0.7612471337499704,0.7612471337499704,0.7612471337499704,0.7612471337499704,4257,4257,4257,4257,
NEUTRAL,0,4,low,14821,0.7607311748431149,3.0,1.0,0.4,0.5,900,4940,0.7607311748431149,0.7607311748431149,0.7607311748431149,0.7607311748431149,4940,4940,4940,4940,
TRENDBURST,7,3,mid,1193,0.7601335125758042,3.0,1.0,0.4,0.5,900,398,0.7601335125758042,0.7601335125758042,0.7601335125758042,0.7601335125758042,398,398,398,398,
DEAD,22,6,mid,478,0.7600201203146963,3.0,1.0,0.4,0.5,900,159,0.7600201203146963,0.7600201203146963,0.7600201203146963,0.7600201203146963,159,159,159,159,
NEUTRAL,18,4,xhigh,594,0.7597931834901024,3.0,1.0,0.4,0.5,900,198,0.7597931834901024,0.7597931834901024,0.7597931834901024,0.7597931834901024,198,198,198,198,
SQUEEZE,4,3,low,5723,0.7594168259382532,3.0,1.0,0.4,0.5,900,1908,0.7594168259382532,0.7594168259382532,0.7594168259382532,0.7594168259382532,1908,1908,1908,1908,
BREAKOUT,8,3,low,17305,0.7593529014082339,3.0,1.0,0.4,0.5,900,5768,0.7593529014082339,0.7593529014082339,0.7593529014082339,0.7593529014082339,5768,5768,5768,5768,
BREAKOUT,3,3,xhigh,466,0.7582213079481045,3.0,1.0,0.4,0.5,900,155,0.7582213079481045,0.7582213079481045,0.7582213079481045,0.7582213079481045,155,155,155,155,
TRENDBURST,18,4,low,6645,0.7567063137060295,3.0,1.0,0.4,0.5,900,2215,0.7567063137060295,0.7567063137060295,0.7567063137060295,0.7567063137060295,2215,2215,2215,2215,
DEAD,21,6,xhigh,2747,0.7562597002431557,3.0,1.0,0.4,0.5,900,916,0.7562597002431557,0.7562597002431557,0.7562597002431557,0.7562597002431557,916,916,916,916,
NEUTRAL,9,1,mid,6952,0.7561922488019249,3.0,1.0,0.4,0.5,900,2317,0.7561922488019249,0.7561922488019249,0.7561922488019249,0.7561922488019249,2317,2317,2317,2317,
BREAKOUT,12,4,high,7146,0.7553321819484626,3.0,1.0,0.4,0.5,900,2382,0.7553321819484626,0.7553321819484626,0.7553321819484626,0.7553321819484626,2382,2382,2382,2382,
BREAKOUT,15,0,mid,4392,0.7552123113639027,3.0,1.0,0.4,0.5,900,1464,0.7552123113639027,0.7552123113639027,0.7552123113639027,0.7552123113639027,1464,1464,1464,1464,
NEUTRAL,3,4,xhigh,1186,0.7546379289333647,3.0,1.0,0.4,0.5,900,395,0.7546379289333647,0.7546379289333647,0.7546379289333647,0.7546379289333647,395,395,395,395,
BREAKOUT,6,1,mid,4188,0.753028649481635,3.0,1.0,0.4,0.5,900,1396,0.753028649481635,0.753028649481635,0.753028649481635,0.753028649481635,1396,1396,1396,1396,
TRENDBURST,12,3,high,1845,0.7523820428228993,3.0,1.0,0.4,0.5,900,615,0.7523820428228993,0.7523820428228993,0.7523820428228993,0.7523820428228993,615,615,615,615,
BREAKOUT,22,2,low,1676,0.7517689978048824,3.0,1.0,0.4,0.5,900,559,0.7517689978048824,0.7517689978048824,0.7517689978048824,0.7517689978048824,559,559,559,559,
NEUTRAL,3,4,mid,4506,0.7515198993798433,3.0,1.0,0.4,0.5,900,1502,0.7515198993798433,0.7515198993798433,0.7515198993798433,0.7515198993798433,1502,1502,1502,1502,
TRENDBURST,4,4,low,5841,0.7507767986515702,3.0,1.0,0.4,0.5,900,1947,0.7507767986515702,0.7507767986515702,0.7507767986515702,0.7507767986515702,1947,1947,1947,1947,
BREAKOUT,12,2,mid,4727,0.7505326133590617,3.0,1.0,0.4,0.5,900,1576,0.7505326133590617,0.7505326133590617,0.7505326133590617,0.7505326133590617,1576,1576,1576,1576,
NEUTRAL,1,2,mid,4279,0.7502985017950654,3.0,1.0,0.4,0.5,900,1426,0.7502985017950654,0.7502985017950654,0.7502985017950654,0.7502985017950654,1426,1426,1426,1426,
NEUTRAL,10,1,mid,7200,0.7492584164181825,3.0,1.0,0.4,0.5,900,2400,0.7492584164181825,0.7492584164181825,0.7492584164181825,0.7492584164181825,2400,2400,2400,2400,
DEAD,5,0,low,581,0.749208121235864,3.0,1.0,0.4,0.5,900,194,0.749208121235864,0.749208121235864,0.749208121235864,0.749208121235864,194,194,194,194,
SQUEEZE,15,4,low,440,0.7491778471142416,3.0,1.0,0.4,0.5,900,147,0.7491778471142416,0.7491778471142416,0.7491778471142416,0.7491778471142416,147,147,147,147,
NEUTRAL,5,4,low,16038,0.7482308242034408,3.0,1.0,0.4,0.5,900,5346,0.7482308242034408,0.7482308242034408,0.7482308242034408,0.7482308242034408,5346,5346,5346,5346,
BREAKOUT,4,3,low,6408,0.7472789186794375,3.0,1.0,0.4,0.5,900,2136,0.7472789186794375,0.7472789186794375,0.7472789186794375,0.7472789186794375,2136,2136,2136,2136,
NEUTRAL,21,2,high,18898,0.7471762221746725,3.0,1.0,0.4,0.5,900,6299,0.7471762221746725,0.7471762221746725,0.7471762221746725,0.7471762221746725,6299,6299,6299,6299,
NEUTRAL,1,4,xhigh,1908,0.7471636734016421,3.0,1.0,0.4,0.5,900,636,0.7471636734016421,0.7471636734016421,0.7471636734016421,0.7471636734016421,636,636,636,636,
NEUTRAL,6,4,low,14681,0.7465205105605621,3.0,1.0,0.4,0.5,900,4894,0.7465205105605621,0.7465205105605621,0.7465205105605621,0.7465205105605621,4894,4894,4894,4894,
BREAKOUT,20,2,xhigh,1241,0.7463610577918074,3.0,1.0,0.4,0.5,900,414,0.7463610577918074,0.7463610577918074,0.7463610577918074,0.7463610577918074,414,414,414,414,
BREAKOUT,0,3,high,8270,0.7450025692468759,3.0,1.0,0.4,0.5,900,2757,0.7450025692468759,0.7450025692468759,0.7450025692468759,0.7450025692468759,2757,2757,2757,2757,
TRENDBURST,8,3,mid,1288,0.7446426126843133,3.0,1.0,0.4,0.5,900,429,0.7446426126843133,0.7446426126843133,0.7446426126843133,0.7446426126843133,429,429,429,429,
DEAD,23,3,low,1459,0.7443733455939792,3.0,1.0,0.4,0.5,900,486,0.7443733455939792,0.7443733455939792,0.7443733455939792,0.7443733455939792,486,486,486,486,
BREAKOUT,10,3,low,16226,0.7428660528908332,3.0,1.0,0.4,0.5,900,5409,0.7428660528908332,0.7428660528908332,0.7428660528908332,0.7428660528908332,5409,5409,5409,5409,
BREAKOUT,13,4,high,7300,0.742076589277684,3.0,1.0,0.4,0.5,900,2433,0.742076589277684,0.742076589277684,0.742076589277684,0.742076589277684,2433,2433,2433,2433,
BREAKOUT,6,0,mid,4040,0.7420652354173393,3.0,1.0,0.4,0.5,900,1347,0.7420652354173393,0.7420652354173393,0.7420652354173393,0.7420652354173393,1347,1347,1347,1347,
NEUTRAL,18,0,mid,5472,0.7417495416126194,3.0,1.0,0.4,0.5,900,1824,0.7417495416126194,0.7417495416126194,0.7417495416126194,0.7417495416126194,1824,1824,1824,1824,
NEUTRAL,8,3,high,9968,0.7414161031800682,3.0,1.0,0.4,0.5,900,3323,0.7414161031800682,0.7414161031800682,0.7414161031800682,0.7414161031800682,3323,3323,3323,3323,
BREAKOUT,16,2,mid,4176,0.7413438916796087,3.0,1.0,0.4,0.5,900,1392,0.7413438916796087,0.7413438916796087,0.7413438916796087,0.7413438916796087,1392,1392,1392,1392,
TRENDBURST,2,4,high,2624,0.7407123226808686,3.0,1.0,0.4,0.5,900,875,0.7407123226808686,0.7407123226808686,0.7407123226808686,0.7407123226808686,875,875,875,875,
NEUTRAL,13,4,high,9077,0.7398233681890485,3.0,1.0,0.4,0.5,900,3026,0.7398233681890485,0.7398233681890485,0.7398233681890485,0.7398233681890485,3026,3026,3026,3026,
BREAKOUT,2,1,high,8159,0.7389926856379736,3.0,1.0,0.4,0.5,900,2720,0.7389926856379736,0.7389926856379736,0.7389926856379736,0.7389926856379736,2720,2720,2720,2720,
DEAD,21,0,mid,827,0.7389426486175098,3.0,1.0,0.4,0.5,900,276,0.7389426486175098,0.7389426486175098,0.7389426486175098,0.7389426486175098,276,276,276,276,
BREAKOUT,23,3,low,4044,0.7387216070152195,3.0,1.0,0.4,0.5,900,1348,0.7387216070152195,0.7387216070152195,0.7387216070152195,0.7387216070152195,1348,1348,1348,1348,
NEUTRAL,15,2,low,16012,0.7384961044427728,3.0,1.0,0.4,0.5,900,5337,0.7384961044427728,0.7384961044427728,0.7384961044427728,0.7384961044427728,5337,5337,5337,5337,
SQUEEZE,3,3,high,315,0.7382071192342673,3.0,1.0,0.4,0.5,900,105,0.7382071192342673,0.7382071192342673,0.7382071192342673,0.7382071192342673,105,105,105,105,
SQUEEZE,22,0,xhigh,450,0.7372307002562924,3.0,1.0,0.4,0.5,900,150,0.7372307002562924,0.7372307002562924,0.7372307002562924,0.7372307002562924,150,150,150,150,
TRENDBURST,4,0,high,2581,0.7368318090864849,3.0,1.0,0.4,0.5,900,860,0.7368318090864849,0.7368318090864849,0.7368318090864849,0.7368318090864849,860,860,860,860,
BREAKOUT,22,2,mid,3489,0.7366011165411088,3.0,1.0,0.4,0.5,900,1163,0.7366011165411088,0.7366011165411088,0.7366011165411088,0.7366011165411088,1163,1163,1163,1163,
NEUTRAL,21,0,xhigh,5456,0.7365142199861379,3.0,1.0,0.4,0.5,900,1819,0.7365142199861379,0.7365142199861379,0.7365142199861379,0.7365142199861379,1819,1819,1819,1819,
NEUTRAL,0,2,high,11698,0.7359765935684991,3.0,1.0,0.4,0.5,900,3899,0.7359765935684991,0.7359765935684991,0.7359765935684991,0.7359765935684991,3899,3899,3899,3899,
TRENDBURST,8,3,high,1886,0.7354563056399807,3.0,1.0,0.4,0.5,900,629,0.7354563056399807,0.7354563056399807,0.7354563056399807,0.7354563056399807,629,629,629,629,
TRENDBURST,0,1,low,6512,0.7353786416551614,3.0,1.0,0.4,0.5,900,2171,0.7353786416551614,0.7353786416551614,0.7353786416551614,0.7353786416551614,2171,2171,2171,2171,
BREAKOUT,21,1,high,9494,0.7353493452144721,3.0,1.0,0.4,0.5,900,3165,0.7353493452144721,0.7353493452144721,0.7353493452144721,0.7353493452144721,3165,3165,3165,3165,
BREAKOUT,8,0,high,6881,0.7338307187561209,3.0,1.0,0.4,0.5,900,2294,0.7338307187561209,0.7338307187561209,0.7338307187561209,0.7338307187561209,2294,2294,2294,2294,
SQUEEZE,6,3,mid,230,0.7322990397275077,3.0,1.0,0.4,0.5,900,77,0.7322990397275077,0.7322990397275077,0.7322990397275077,0.7322990397275077,77,77,77,77,
SQUEEZE,21,3,high,2092,0.7322486592688229,3.0,1.0,0.4,0.5,900,697,0.7322486592688229,0.7322486592688229,0.7322486592688229,0.7322486592688229,697,697,697,697,
BREAKOUT,0,0,high,8628,0.7302560798878329,3.0,1.0,0.4,0.5,900,2876,0.7302560798878329,0.7302560798878329,0.7302560798878329,0.7302560798878329,2876,2876,2876,2876,
NEUTRAL,9,3,low,15685,0.7299211839726418,3.0,1.0,0.4,0.5,900,5228,0.7299211839726418,0.7299211839726418,0.7299211839726418,0.7299211839726418,5228,5228,5228,5228,
DEAD,3,2,low,579,0.7287000415566133,3.0,1.0,0.4,0.5,900,193,0.7287000415566133,0.7287000415566133,0.7287000415566133,0.7287000415566133,193,193,193,193,
SQUEEZE,21,0,high,2078,0.7277609280971079,3.0,1.0,0.4,0.5,900,693,0.7277609280971079,0.7277609280971079,0.7277609280971079,0.7277609280971079,693,693,693,693,
BREAKOUT,0,2,low,10062,0.7272004549018971,3.0,1.0,0.4,0.5,900,3354,0.7272004549018971,0.7272004549018971,0.7272004549018971,0.7272004549018971,3354,3354,3354,3354,
SQUEEZE,3,3,mid,580,0.7259715249040959,3.0,1.0,0.4,0.5,900,193,0.7259715249040959,0.7259715249040959,0.7259715249040959,0.7259715249040959,193,193,193,193,
DEAD,21,0,xhigh,1117,0.7255583668635089,3.0,1.0,0.4,0.5,900,372,0.7255583668635089,0.7255583668635089,0.7255583668635089,0.7255583668635089,372,372,372,372,
NEUTRAL,11,0,high,9730,0.7253513218705627,3.0,1.0,0.4,0.5,900,3243,0.7253513218705627,0.7253513218705627,0.7253513218705627,0.7253513218705627,3243,3243,3243,3243,
SQUEEZE,6,0,low,2528,0.7242129343775504,3.0,1.0,0.4,0.5,900,843,0.7242129343775504,0.7242129343775504,0.7242129343775504,0.7242129343775504,843,843,843,843,
SQUEEZE,8,1,low,601,0.721800927427579,3.0,1.0,0.4,0.5,900,200,0.721800927427579,0.721800927427579,0.721800927427579,0.721800927427579,200,200,200,200,
BREAKOUT,12,0,mid,4607,0.7214272190318023,3.0,1.0,0.4,0.5,900,1536,0.7214272190318023,0.7214272190318023,0.7214272190318023,0.7214272190318023,1536,1536,1536,1536,
NEUTRAL,0,1,mid,4328,0.721094989969649,3.0,1.0,0.4,0.5,900,1443,0.721094989969649,0.721094989969649,0.721094989969649,0.721094989969649,1443,1443,1443,1443,
BREAKOUT,23,6,mid,4707,0.7210170089318572,3.0,1.0,0.4,0.5,900,1569,0.7210170089318572,0.7210170089318572,0.7210170089318572,0.7210170089318572,1569,1569,1569,1569,
TRENDBURST,0,0,low,6273,0.7207269884124912,3.0,1.0,0.4,0.5,900,2091,0.7207269884124912,0.7207269884124912,0.7207269884124912,0.7207269884124912,2091,2091,2091,2091,
BREAKOUT,22,1,high,8549,0.7205755199551118,3.0,1.0,0.4,0.5,900,2850,0.7205755199551118,0.7205755199551118,0.7205755199551118,0.7205755199551118,2850,2850,2850,2850,
SQUEEZE,9,1,low,899,0.720355611334493,3.0,1.0,0.4,0.5,900,300,0.720355611334493,0.720355611334493,0.720355611334493,0.720355611334493,300,300,300,300,
TRENDBURST,15,2,mid,1368,0.720284235092865,3.0,1.0,0.4,0.5,900,456,0.720284235092865,0.720284235092865,0.720284235092865,0.720284235092865,456,456,456,456,
NEUTRAL,0,1,xhigh,1878,0.7202354993603536,3.0,1.0,0.4,0.5,900,626,0.7202354993603536,0.7202354993603536,0.7202354993603536,0.7202354993603536,626,626,626,626,
NEUTRAL,15,4,mid,6780,0.7198451829516592,3.0,1.0,0.4,0.5,900,2260,0.7198451829516592,0.7198451829516592,0.7198451829516592,0.7198451829516592,2260,2260,2260,2260,
TRENDBURST,20,0,low,5084,0.7196494918998471,3.0,1.0,0.4,0.5,900,1695,0.7196494918998471,0.7196494918998471,0.7196494918998471,0.7196494918998471,1695,1695,1695,1695,
BREAKOUT,17,1,mid,4146,0.7190379445627193,3.0,1.0,0.4,0.5,900,1382,0.7190379445627193,0.7190379445627193,0.7190379445627193,0.7190379445627193,1382,1382,1382,1382,
NEUTRAL,8,4,mid,7217,0.7187567250004474,3.0,1.0,0.4,0.5,900,2406,0.7187567250004474,0.7187567250004474,0.7187567250004474,0.7187567250004474,2406,2406,2406,2406,
BREAKOUT,3,0,high,7486,0.7185291823868029,3.0,1.0,0.4,0.5,900,2495,0.7185291823868029,0.7185291823868029,0.7185291823868029,0.7185291823868029,2495,2495,2495,2495,
BREAKOUT,0,0,xhigh,890,0.7178963353185702,3.0,1.0,0.4,0.5,900,297,0.7178963353185702,0.7178963353185702,0.7178963353185702,0.7178963353185702,297,297,297,297,
NEUTRAL,20,3,high,12281,0.7177106520485387,3.0,1.0,0.4,0.5,900,4094,0.7177106520485387,0.7177106520485387,0.7177106520485387,0.7177106520485387,4094,4094,4094,4094,
TRENDBURST,23,3,low,3827,0.7171215535539829,3.0,1.0,0.4,0.5,900,1276,0.7171215535539829,0.7171215535539829,0.7171215535539829,0.7171215535539829,1276,1276,1276,1276,
SQUEEZE,10,0,low,1641,0.7167752844701545,3.0,1.0,0.4,0.5,900,547,0.7167752844701545,0.7167752844701545,0.7167752844701545,0.7167752844701545,547,547,547,547,
TRENDBURST,23,0,mid,1984,0.7167602169795221,3.0,1.0,0.4,0.5,900,661,0.7167602169795221,0.7167602169795221,0.7167602169795221,0.7167602169795221,661,661,661,661,
BREAKOUT,15,2,mid,4660,0.7165375806602158,3.0,1.0,0.4,0.5,900,1553,0.7165375806602158,0.7165375806602158,0.7165375806602158,0.7165375806602158,1553,1553,1553,1553,
SQUEEZE,21,1,mid,1832,0.7164376180316432,3.0,1.0,0.4,0.5,900,611,0.7164376180316432,0.7164376180316432,0.7164376180316432,0.7164376180316432,611,611,611,611,
NEUTRAL,2,4,mid,3260,0.7160907717928452,3.0,1.0,0.4,0.5,900,1087,0.7160907717928452,0.7160907717928452,0.7160907717928452,0.7160907717928452,1087,1087,1087,1087,
TRENDBURST,23,0,xhigh,242,0.7160696280331955,3.0,1.0,0.4,0.5,900,81,0.7160696280331955,0.7160696280331955,0.7160696280331955,0.7160696280331955,81,81,81,81,
TRENDBURST,21,1,xhigh,715,0.7157994298130341,3.0,1.0,0.4,0.5,900,238,0.7157994298130341,0.7157994298130341,0.7157994298130341,0.7157994298130341,238,238,238,238,
TRENDBURST,21,6,high,2019,0.7147705698471017,3.0,1.0,0.4,0.5,900,673,0.7147705698471017,0.7147705698471017,0.7147705698471017,0.7147705698471017,673,673,673,673,
BREAKOUT,5,0,mid,3049,0.7145456396459379,3.0,1.0,0.4,0.5,900,1016,0.7145456396459379,0.7145456396459379,0.7145456396459379,0.7145456396459379,1016,1016,1016,1016,
NEUTRAL,1,3,xhigh,1812,0.7140733703563015,3.0,1.0,0.4,0.5,900,604,0.7140733703563015,0.7140733703563015,0.7140733703563015,0.7140733703563015,604,604,604,604,
TRENDBURST,6,1,mid,1344,0.7127202274905103,3.0,1.0,0.4,0.5,900,448,0.7127202274905103,0.7127202274905103,0.7127202274905103,0.7127202274905103,448,448,448,448,
NEUTRAL,19,4,high,13815,0.7121530334515912,3.0,1.0,0.4,0.5,900,4605,0.7121530334515912,0.7121530334515912,0.7121530334515912,0.7121530334515912,4605,4605,4605,4605,
SQUEEZE,13,2,low,353,0.7111046883368449,3.0,1.0,0.4,0.5,900,118,0.7111046883368449,0.7111046883368449,0.7111046883368449,0.7111046883368449,118,118,118,118,
BREAKOUT,2,0,mid,2801,0.7094088465937313,3.0,1.0,0.4,0.5,900,934,0.7094088465937313,0.7094088465937313,0.7094088465937313,0.7094088465937313,934,934,934,934,
SQUEEZE,5,3,high,277,0.7081939539382084,3.0,1.0,0.4,0.5,900,92,0.7081939539382084,0.7081939539382084,0.7081939539382084,0.7081939539382084,92,92,92,92,
